"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description"
"265",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"DNA",12,"More similar to humans"
"266",1,"5ea6f14cf0ff0709b0331957",76,"pos",100,100,"deception",8,"Hiding things"
"267",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"discrimination",14,"Can tell difference"
"268",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"blood",10,"Blood colour"
"269",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"limbs",10,"Number of limbs"
"270",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"mirror",12,"Appearance awareness"
"271",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"eyes",10,"Eye layout"
"272",1,"5ea6f14cf0ff0709b0331957",76,"neg",100,100,"trace",16,"Making connections"
"273",1,"57ea425e5b88f5000106bb9f",75,"neg",100,100,"discrimination",15,"The ability to differentiate between similar objects."
"274",1,"57ea425e5b88f5000106bb9f",75,"neg",100,100,"trace",17,"The delay after which they recognise light as a treat."
"275",1,"57ea425e5b88f5000106bb9f",75,"neg",100,100,"DNA",13,"Different genes."
"276",1,"57ea425e5b88f5000106bb9f",75,"neg",100,100,"eyes",11,"eye layout"
"277",1,"57ea425e5b88f5000106bb9f",75,"pos",100,100,"mirror",11,"cleanliness attitude"
"278",1,"57ea425e5b88f5000106bb9f",75,"neg",100,100,"blood",11,"blood colour"
"279",1,"57ea425e5b88f5000106bb9f",75,"neg",100,100,"deception",9,"propensity to hide"
"280",1,"57ea425e5b88f5000106bb9f",75,"pos",100,100,"limbs",9,"number of limbs"
"281",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"deception",10,"Seems hide when caught stealing food, while Huls don't."
"282",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"DNA",14,"Shuks are made up of the same building blocks as human DNA, while Fiks aren't."
"283",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"trace",18,"Rubs could only make an association between the light and treat when the treat was given immediately afterwards, while Elms could do so a second after the light."
"284",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"limbs",10,"Number of limbs"
"285",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"eyes",12,"Eye position"
"286",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"mirror",12,"Mirror reaction"
"287",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"discrimination",16,"Tell difference between objects."
"288",1,"5e2b68222a79e60225c6aa91",74,"neg",100,100,"blood",12,"Blood color."
"289",1,"600cbad7469bae3fb2716d71",73,"neg",96,96,"discrimination",17,"Differentiate similar objects"
"290",1,"600cbad7469bae3fb2716d71",73,"neg",99,99,"mirror",13,"Remove visible dirt"
"291",1,"600cbad7469bae3fb2716d71",73,"neg",93,92,"trace",19,"Quick response association"
"292",1,"600cbad7469bae3fb2716d71",73,"neg",49,50,"blood",13,"Blood color"
"293",1,"600cbad7469bae3fb2716d71",73,"neg",51,51,"limbs",11,"Number of arms"
"294",1,"600cbad7469bae3fb2716d71",73,"pos",68,68,"deception",9,"Hide from consequences"
"295",1,"600cbad7469bae3fb2716d71",73,"neg",50,51,"DNA",15,"genetic material"
"296",1,"600cbad7469bae3fb2716d71",73,"neg",50,51,"eyes",13,"Eye placement"
"297",1,"5e3891a0ffe78b000a8a4124",72,"neg",49,49,"eyes",14,"eye location"
"298",1,"5e3891a0ffe78b000a8a4124",72,"neg",50,50,"limbs",12,"limb number"
"299",1,"5e3891a0ffe78b000a8a4124",72,"neg",49,49,"DNA",16,"DNA Building blocks"
"300",1,"5e3891a0ffe78b000a8a4124",72,"neg",50,50,"deception",10,"Theft behaviour"
"301",1,"5e3891a0ffe78b000a8a4124",72,"neg",50,50,"mirror",14,"Mirror response"
"302",1,"5e3891a0ffe78b000a8a4124",72,"pos",50,50,"discrimination",16,"object discrimmination"
"303",1,"5e3891a0ffe78b000a8a4124",72,"pos",57,50,"trace",18,"Stimulus delayed response"
"304",1,"5e3891a0ffe78b000a8a4124",72,"pos",49,50,"blood",12,"blood colour"
"305",1,"5c4f5967aac8be0001716a65",71,"neg",85,87,"blood",13,"Blood colour"
"306",1,"5c4f5967aac8be0001716a65",71,"neg",88,71,"mirror",15,"Pod's are cleaner"
"307",1,"5c4f5967aac8be0001716a65",71,"pos",73,72,"DNA",15,"Different DNA"
"308",1,"5c4f5967aac8be0001716a65",71,"pos",79,68,"limbs",11,"Amount of limbs"
"309",1,"5c4f5967aac8be0001716a65",71,"pos",91,83,"discrimination",15,"Better vision"
"310",1,"5c4f5967aac8be0001716a65",71,"pos",76,71,"trace",17,"Better memory"
"311",1,"5c4f5967aac8be0001716a65",71,"pos",78,58,"eyes",13,"Eye placement"
"312",1,"5c4f5967aac8be0001716a65",71,"pos",66,68,"deception",9,"afraid to steal"
"313",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"eyes",12,"Eye placement."
"314",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"DNA",14,"Different DNA."
"315",1,"5dd6329b8062875cbb664f2d",70,"neg",100,100,"deception",10,"Food stealing reactions."
"316",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"discrimination",14,"Different sight levels."
"317",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"trace",16,"Different reaction time."
"318",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"blood",12,"Colour of blood."
"319",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"mirror",14,"Speed of cleanliness."
"320",1,"5dd6329b8062875cbb664f2d",70,"pos",100,100,"limbs",10,"Amount of arms."
"321",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"limbs",11,"Yubs have more limbs"
"322",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"blood",13,"Color of blood"
"323",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"eyes",13,"Placement of eyes"
"324",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"DNA",15,"Resemblance to human DNA"
"325",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"mirror",15,"Cleanliness"
"326",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"deception",11,"Hiding when caught"
"327",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"discrimination",15,"Telling the difference"
"328",1,"5e7f514bb18cb4000a68310d",69,"neg",100,100,"trace",17,"Association"
"329",1,"5d9b55b519e9b6001550cf9f",68,"neg",79,90,"mirror",16,"Acknowledging self"
"330",1,"5d9b55b519e9b6001550cf9f",68,"neg",65,79,"discrimination",16,"Knowing the difference"
"331",1,"5d9b55b519e9b6001550cf9f",68,"pos",80,74,"trace",16,"Knowlege of time"
"332",1,"5d9b55b519e9b6001550cf9f",68,"neg",93,100,"limbs",12,"Number of limbs"
"333",1,"5d9b55b519e9b6001550cf9f",68,"neg",60,62,"eyes",14,"Situation of eyes"
"334",1,"5d9b55b519e9b6001550cf9f",68,"neg",72,72,"blood",14,"Colour of blood"
"335",1,"5d9b55b519e9b6001550cf9f",68,"neg",62,91,"deception",12,"Don't hide guilt"
"336",1,"5d9b55b519e9b6001550cf9f",68,"neg",70,70,"DNA",16,"Different DNA structure"
"337",1,"600767af775bd32619a09932",67,"pos",51,50,"limbs",11,"Norps have two arm like limbs, but Geks have five limbs."
"338",1,"600767af775bd32619a09932",67,"neg",77,27,"deception",13,"Huls will attempt to hide when they steal food."
"339",1,"600767af775bd32619a09932",67,"pos",86,86,"discrimination",15,"Toffs can tell the difference between similar objects."
"340",1,"600767af775bd32619a09932",67,"pos",16,16,"blood",13,"Shuk blood red."
"341",1,"600767af775bd32619a09932",67,"pos",35,34,"eyes",13,"Fiks eyes horizontal."
"342",1,"600767af775bd32619a09932",67,"pos",97,76,"trace",15,"Dobs associate quicker."
"343",1,"600767af775bd32619a09932",67,"pos",32,30,"DNA",15,"Yubs DNA similar."
"344",1,"600767af775bd32619a09932",67,"pos",81,67,"mirror",15,"Leems are cleaner."
"345",1,"5f330e8f72030b0fa290a172",66,"pos",83,63,"discrimination",14,"Huls can tells the difference between very similar objects,Pods unable to tells the difference between very similar objects."
"346",1,"5f330e8f72030b0fa290a172",66,"neg",58,59,"limbs",12,"Elms have two arm-like limbs, Zags have five."
"347",1,"5f330e8f72030b0fa290a172",66,"neg",54,68,"trace",16,"Shuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. Shuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. Shuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. Shuks were able to make the association between the light and the treat, even when the treat was given as lonShuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. g as one second after the light where Fiks were also able to make the association between the light and the treat, but only when the treat was given immediately."
"348",1,"5f330e8f72030b0fa290a172",66,"pos",82,66,"deception",12,"When Rubs caught doing steal food from their neighbours hey attempt to hide themselves but Xons do not attempt to hide themselves when caught."
"349",1,"5f330e8f72030b0fa290a172",66,"neg",36,68,"eyes",14,"Geks have right and left eyes Dobs also have two eyes, but they are situated one above the other, rather than side by side."
"350",1,"5f330e8f72030b0fa290a172",66,"neg",43,66,"DNA",16,"Chups are made up of building blocks that bear no chemical resemblance to human DNA."
"351",1,"5f330e8f72030b0fa290a172",66,"pos",45,46,"blood",12,"Norp blood is red, whereas Toff blood is yellow. Norp blood is red Toff blood is yellow."
"352",1,"5f330e8f72030b0fa290a172",66,"neg",38,69,"mirror",16,"Leems see a fleck of dirt on the forehead in a mirror, they ignore the mirror."
"353",1,"5ffa0b24faf88d3956789842",65,"neg",77,36,"eyes",15,"They have eyes side by side"
"354",1,"5ffa0b24faf88d3956789842",65,"neg",64,27,"limbs",13,"they have 2 limbs"
"355",1,"5ffa0b24faf88d3956789842",65,"neg",28,58,"blood",13,"shuk blood is red"
"356",1,"5ffa0b24faf88d3956789842",65,"neg",69,33,"mirror",17,"they like themselves clean"
"357",1,"5ffa0b24faf88d3956789842",65,"neg",86,52,"discrimination",15,"They can the difference between very similar objects"
"358",1,"5ffa0b24faf88d3956789842",65,"neg",78,25,"deception",13,"when they are caught they hide themselves"
"359",1,"5ffa0b24faf88d3956789842",65,"pos",82,50,"DNA",15,"They are made up of the same building blocks that make up human DNA. made up of the same building blocks that make up human DNA. They are have similar dna to gumans"
"360",1,"5ffa0b24faf88d3956789842",65,"pos",80,50,"trace",15,"Dobs can make association between light after treated"
"361",1,"5f96d56167974f0510b66dc7",64,"pos",100,70,"discrimination",14,"Ability to tell differences between similar objects."
"362",1,"5f96d56167974f0510b66dc7",64,"pos",100,86,"mirror",16,"Xons try to clean dirts on their body."
"363",1,"5f96d56167974f0510b66dc7",64,"pos",95,80,"deception",12,"Chips attempt to hide when caught stealing."
"364",1,"5f96d56167974f0510b66dc7",64,"pos",62,58,"DNA",14,"Geks are made of same building blocks that make up human DNA."
"365",1,"5f96d56167974f0510b66dc7",64,"pos",49,50,"blood",12,"Blood color difference."
"366",1,"5f96d56167974f0510b66dc7",64,"pos",49,50,"eyes",14,"Position of their eyes."
"367",1,"5f96d56167974f0510b66dc7",64,"pos",68,51,"trace",14,"Difference in time which treat is given."
"368",1,"5f96d56167974f0510b66dc7",64,"pos",49,51,"limbs",12,"Number of limbs."
"369",1,"5fef2bd56a365725049e5f5a",63,"pos",100,99,"eyes",13,"The location of thier eyes"
"370",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"limbs",11,"how many arms they have"
"371",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"blood",11,"the color of thier blood is different"
"372",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"discrimination",13,"One is smarter than the other"
"373",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"trace",13,"zags are smarter they can see long term"
"374",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"mirror",15,"chups are more obsessives about being clean"
"375",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"deception",11,"one knows when they have done something wrong"
"376",1,"5fef2bd56a365725049e5f5a",63,"pos",100,100,"DNA",13,"one has same genetic make up as humans the other doesnt"
"377",1,"5fff26e853c9866a37b8694f",62,"neg",100,100,"deception",12,"Toffs hide when caught while Xons don't"
"378",1,"5fff26e853c9866a37b8694f",62,"pos",100,100,"limbs",10,"two arms and five arms"
"379",1,"5fff26e853c9866a37b8694f",62,"neg",100,100,"trace",14,"how they respond to treat"
"380",1,"5fff26e853c9866a37b8694f",62,"pos",100,53,"DNA",12,"genes"
"381",1,"5fff26e853c9866a37b8694f",62,"neg",100,100,"discrimination",14,"how to tell difference"
"382",1,"5fff26e853c9866a37b8694f",62,"pos",100,100,"eyes",12,"eyes"
"383",1,"5fff26e853c9866a37b8694f",62,"pos",100,100,"blood",10,"blood"
"384",1,"5fff26e853c9866a37b8694f",62,"neg",100,100,"mirror",16,"dirt"
"385",1,"5fcffa471347ca01dd6ab937",61,"pos",100,100,"trace",13,"The need to be lured"
"386",1,"5fcffa471347ca01dd6ab937",61,"pos",100,100,"limbs",9,"Higher Number of limbs"
"387",1,"5fcffa471347ca01dd6ab937",61,"pos",99,100,"eyes",11,"Placement of eyes"
"388",1,"5fcffa471347ca01dd6ab937",61,"neg",100,100,"blood",11,"Different coloured blood"
"389",1,"5fcffa471347ca01dd6ab937",61,"neg",100,100,"deception",13,"Hiding when caught stealing"
"390",1,"5fcffa471347ca01dd6ab937",61,"pos",100,100,"DNA",11,"DNA comparable to humans"
"391",1,"5fcffa471347ca01dd6ab937",61,"neg",100,100,"mirror",17,"Cleanliness and hygiene"
"392",1,"5fcffa471347ca01dd6ab937",61,"neg",100,100,"discrimination",15,"Differentiation of similar objects"
"393",1,"5f4da4fcc53d36a956cd6c29",59,"pos",58,56,"eyes",10,"the eyes are horizontaly"
"394",1,"5f4da4fcc53d36a956cd6c29",59,"pos",69,56,"deception",12,"Rubs hide when caught"
"395",1,"5f4da4fcc53d36a956cd6c29",59,"neg",52,61,"trace",14,"zags first need treats"
"396",1,"5f4da4fcc53d36a956cd6c29",59,"pos",70,53,"DNA",10,"one has human DNA block"
"397",1,"5f4da4fcc53d36a956cd6c29",59,"pos",67,56,"discrimination",14,"pods can difference similar objects"
"398",1,"5f4da4fcc53d36a956cd6c29",59,"pos",55,50,"blood",10,"Elm blood is red"
"399",1,"5f4da4fcc53d36a956cd6c29",59,"neg",64,55,"mirror",18,"Chups remove it when seen"
"400",1,"5f4da4fcc53d36a956cd6c29",59,"neg",56,63,"limbs",10,"Xons have five arms"
"401",1,"5dda993086c886a06ce9108d",59,"pos",100,100,"deception",12,"Hula hide when caught stealing, shuks do not"
"402",1,"5dda993086c886a06ce9108d",59,"pos",100,97,"limbs",10,"Toffs have 2 arms, Vems have 5"
"403",1,"5dda993086c886a06ce9108d",59,"neg",100,100,"mirror",18,"Geks proactively clean them selves, Chips do not"
"404",1,"5dda993086c886a06ce9108d",59,"pos",100,100,"eyes",10,"Tubs have side by side eyes, yubs are one above the other"
"405",1,"5dda993086c886a06ce9108d",59,"neg",100,100,"blood",10,"Norms are red blooded, Elms are yellow blooded"
"406",1,"5dda993086c886a06ce9108d",59,"neg",100,100,"trace",14,"Rubs responded to stimuli with or without treats than Pods only for a treat"
"407",1,"5dda993086c886a06ce9108d",59,"neg",100,100,"discrimination",14,"Fios have more difficulty with distinguishing between similar items"
"408",1,"5dda993086c886a06ce9108d",59,"neg",100,100,"DNA",10,"Their DNA is different from one species to the other"
"409",1,"5fafbd983a31c6276f84f572",58,"neg",100,100,"DNA",11,"The building blocks that made up their DNA is nothing like humans."
"410",1,"5fafbd983a31c6276f84f572",58,"neg",100,100,"blood",11,"Chups have red blood."
"411",1,"5fafbd983a31c6276f84f572",58,"pos",100,80,"trace",13,"Toffs are more intelligent."
"412",1,"5fafbd983a31c6276f84f572",58,"pos",100,72,"mirror",17,"Pods can see themselves in a mirror."
"413",1,"5fafbd983a31c6276f84f572",58,"neg",100,100,"discrimination",15,"Rubs are more intelligent."
"414",1,"5fafbd983a31c6276f84f572",58,"neg",100,100,"eyes",11,"Zags have human placed eyes."
"415",1,"5fafbd983a31c6276f84f572",58,"pos",100,100,"deception",11,"Vems hide to avoid danger."
"416",1,"5fafbd983a31c6276f84f572",58,"pos",100,100,"limbs",9,"Elms have only 2 arm-like limbs."
"417",1,"60120dd831cbe7210f01d4b7",57,"neg",71,71,"eyes",12,"eyes placement"
"418",1,"60120dd831cbe7210f01d4b7",57,"neg",64,71,"trace",14,"reaction time"
"419",1,"60120dd831cbe7210f01d4b7",57,"neg",68,71,"discrimination",16,"attention to detail"
"420",1,"60120dd831cbe7210f01d4b7",57,"neg",72,70,"blood",12,"colour of blood"
"421",1,"60120dd831cbe7210f01d4b7",57,"neg",82,83,"DNA",12,"their DNA"
"422",1,"60120dd831cbe7210f01d4b7",57,"neg",32,50,"mirror",18,"act on problems"
"423",1,"60120dd831cbe7210f01d4b7",57,"neg",66,56,"deception",12,"deal with confrontation"
"424",1,"60120dd831cbe7210f01d4b7",57,"neg",72,57,"limbs",10,"number of arms"
"425",1,"6001696793d3360258d4d507",56,"pos",100,100,"deception",11,"Germs live in small groups and they sometimes steal food from their neighbors. When caught doing this, they try to hide themselves. It is a serious threat to our environment"
"426",1,"6001696793d3360258d4d507",56,"pos",100,100,"trace",13,"Norps were able to make the association between the light and the treat, even when the treat was given as long as one second after the light"
"427",1,"6001696793d3360258d4d507",56,"pos",93,100,"blood",11,"Hul blood is red, whereas Rub blood is yellow"
"428",1,"6001696793d3360258d4d507",56,"neg",100,100,"discrimination",17,"Chups are able to see things and to learn simple rules."
"429",1,"6001696793d3360258d4d507",56,"pos",100,100,"eyes",11,"These are located side by side."
"430",1,"6001696793d3360258d4d507",56,"pos",100,100,"DNA",11,"its very important"
"431",1,"6001696793d3360258d4d507",56,"pos",98,100,"mirror",17,"Elms like to keep themselves clean"
"432",1,"6001696793d3360258d4d507",56,"pos",100,98,"limbs",9,"toffs have two arms but Shuks have five"
"433",1,"5fbbec0578a2090258d6fef9",55,"pos",71,73,"eyes",10,"position of eyes"
"434",1,"5fbbec0578a2090258d6fef9",55,"neg",56,61,"trace",14,"time treats given"
"435",1,"5fbbec0578a2090258d6fef9",55,"pos",57,61,"DNA",10,"human genetic material"
"436",1,"5fbbec0578a2090258d6fef9",55,"pos",67,67,"deception",10,"hiding after stealing"
"437",1,"5fbbec0578a2090258d6fef9",55,"neg",64,73,"limbs",10,"arm-like limbs"
"438",1,"5fbbec0578a2090258d6fef9",55,"pos",66,70,"mirror",16,"cleaning themselves"
"439",1,"5fbbec0578a2090258d6fef9",55,"neg",71,65,"discrimination",18,"telling the difference"
"440",1,"5fbbec0578a2090258d6fef9",55,"pos",70,76,"blood",10,"Blood colour"
"441",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"mirror",17,"avoidance, problem solving"
"442",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"limbs",11,"less limbs"
"443",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"discrimination",19,"object differenced"
"444",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"DNA",11,"human dna"
"445",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"blood",11,"different colour blood"
"446",1,"5f02f707df28dd488d4f222d",54,"pos",100,100,"deception",9,"hiding, cowardly"
"447",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"eyes",11,"eye position"
"448",1,"5f02f707df28dd488d4f222d",54,"neg",100,100,"trace",15,"remembering, conditioning"
"449",1,"5d851419d126db0001cf0396",53,"neg",99,99,"deception",10,"Whether or not they hide themselves."
"450",1,"5d851419d126db0001cf0396",53,"pos",100,100,"DNA",10,"If their DNA has the same building blocks as humans."
"451",1,"5d851419d126db0001cf0396",53,"pos",100,100,"limbs",10,"How many limbs they had"
"452",1,"5d851419d126db0001cf0396",53,"pos",100,100,"eyes",10,"Where their eyes are located"
"453",1,"5d851419d126db0001cf0396",53,"pos",100,99,"discrimination",18,"If they can tell the difference between objects."
"454",1,"5d851419d126db0001cf0396",53,"pos",100,100,"blood",10,"The color of their blood"
"455",1,"5d851419d126db0001cf0396",53,"pos",100,100,"mirror",16,"Whether or not they clean their faces"
"456",1,"5d851419d126db0001cf0396",53,"neg",100,100,"trace",16,"The time association with the light and the treat."
"457",1,"5e78c0a426450503858d82c9",52,"neg",49,50,"blood",11,"their blood colour"
"458",1,"5e78c0a426450503858d82c9",52,"neg",51,50,"limbs",11,"their amount of arms"
"459",1,"5e78c0a426450503858d82c9",52,"neg",72,72,"mirror",17,"one removes dirt if they see it on their forehead in the mirror the other does not"
"460",1,"5e78c0a426450503858d82c9",52,"neg",51,53,"eyes",11,"the location of their eyes"
"461",1,"5e78c0a426450503858d82c9",52,"neg",54,55,"DNA",11,"their dna differs"
"462",1,"5e78c0a426450503858d82c9",52,"pos",52,51,"deception",9,"one hides when caught stealing the other does not"
"463",1,"5e78c0a426450503858d82c9",52,"neg",75,70,"discrimination",19,"one is unable to tell the difference between objects"
"464",1,"5e78c0a426450503858d82c9",52,"neg",70,73,"trace",17,"the amount of time needed between action and reward"
"465",1,"5fe31d5ce14422efed54a87d",51,"pos",83,16,"discrimination",18,"Vems can see difference between very similar objects while Fiks cannot"
"466",1,"5fe31d5ce14422efed54a87d",51,"pos",100,15,"mirror",16,"Xons can clean minor dirt off their face when they see it, but Geks will ignore the minor dirt."
"467",1,"5fe31d5ce14422efed54a87d",51,"pos",50,52,"blood",10,"Chup have red blood"
"468",1,"5fe31d5ce14422efed54a87d",51,"pos",50,43,"limbs",10,"Number of limbs"
"469",1,"5fe31d5ce14422efed54a87d",51,"neg",95,99,"deception",10,"Hiding when caught differenciates them"
"470",1,"5fe31d5ce14422efed54a87d",51,"neg",53,53,"DNA",12,"DNA resemblance to humans"
"471",1,"5fe31d5ce14422efed54a87d",51,"pos",77,81,"trace",16,"Ability to tell difference"
"472",1,"5fe31d5ce14422efed54a87d",51,"pos",63,68,"eyes",10,"Their eye positions"
"473",1,"5f5e32a0d6a12c6857b8e127",50,"neg",100,100,"mirror",17,"They clean more"
"474",1,"5f5e32a0d6a12c6857b8e127",50,"pos",47,50,"blood",9,"blood color"
"475",1,"5f5e32a0d6a12c6857b8e127",50,"neg",49,50,"eyes",11,"Eye positioning"
"476",1,"5f5e32a0d6a12c6857b8e127",50,"neg",100,90,"discrimination",19,"More intelligence"
"477",1,"5f5e32a0d6a12c6857b8e127",50,"pos",100,99,"deception",9,"They are sneaky"
"478",1,"5f5e32a0d6a12c6857b8e127",50,"neg",100,92,"trace",17,"More intelligence"
"479",1,"5f5e32a0d6a12c6857b8e127",50,"pos",48,50,"limbs",9,"Number of limbs"
"480",1,"5f5e32a0d6a12c6857b8e127",50,"neg",54,50,"DNA",13,"Similarity to humans"
"481",1,"5791dae225cb71000128ad5b",49,"neg",78,81,"discrimination",20,"Zags can tell difference"
"482",1,"5791dae225cb71000128ad5b",49,"neg",70,71,"deception",10,"huls hide"
"483",1,"5791dae225cb71000128ad5b",49,"pos",73,74,"eyes",10,"leems normal eyes"
"484",1,"5791dae225cb71000128ad5b",49,"neg",72,78,"DNA",14,"vem human dna"
"485",1,"5791dae225cb71000128ad5b",49,"neg",51,51,"blood",10,"chup blood yellow"
"486",1,"5791dae225cb71000128ad5b",49,"neg",49,50,"trace",18,"yubs learn differently"
"487",1,"5791dae225cb71000128ad5b",49,"pos",77,50,"mirror",16,"elms understand self"
"488",1,"5791dae225cb71000128ad5b",49,"neg",63,62,"limbs",10,"xons five arms"
"489",1,"5d470786da637a00014ba26f",48,"neg",100,100,"limbs",11,"Less limbs"
"490",1,"5d470786da637a00014ba26f",48,"neg",100,96,"trace",19,"Elms are smarter"
"491",1,"5d470786da637a00014ba26f",48,"neg",100,97,"mirror",17,"Recognising reflections"
"492",1,"5d470786da637a00014ba26f",48,"neg",83,83,"blood",11,"Different colour blood"
"493",1,"5d470786da637a00014ba26f",48,"neg",100,97,"discrimination",21,"See things clearer"
"494",1,"5d470786da637a00014ba26f",48,"pos",92,92,"DNA",13,"Human like DNA"
"495",1,"5d470786da637a00014ba26f",48,"neg",92,92,"eyes",11,"Eye position"
"496",1,"5d470786da637a00014ba26f",48,"pos",84,84,"deception",9,"Attempting to hide"
"497",1,"5ff745f1461d993b09a46c85",47,"pos",100,100,"eyes",10,"Eye placement"
"498",1,"5ff745f1461d993b09a46c85",47,"pos",100,100,"blood",10,"Blood color"
"499",1,"5ff745f1461d993b09a46c85",47,"pos",100,100,"limbs",10,"Amount of arms"
"500",1,"5ff745f1461d993b09a46c85",47,"neg",100,74,"deception",10,"Group conscientiousness"
"501",1,"5ff745f1461d993b09a46c85",47,"pos",100,85,"DNA",12,"Gene configuration"
"502",1,"5ff745f1461d993b09a46c85",47,"neg",100,80,"mirror",18,"Self Awareness"
"503",1,"5ff745f1461d993b09a46c85",47,"neg",100,80,"trace",20,"Degree of Trained Intelligence"
"504",1,"5ff745f1461d993b09a46c85",47,"pos",100,82,"discrimination",20,"Seeing specificity"
"505",1,"5e1cf0eb65b6d3071f489de9",46,"neg",90,95,"deception",11,"Whether they hide when caught stealing"
"506",1,"5e1cf0eb65b6d3071f489de9",46,"pos",75,57,"discrimination",19,"Leems can differentiate similar objects"
"507",1,"5e1cf0eb65b6d3071f489de9",46,"neg",77,77,"eyes",11,"Eye position"
"508",1,"5e1cf0eb65b6d3071f489de9",46,"pos",90,69,"mirror",17,"Rubs remove dirt, pods don’t"
"509",1,"5e1cf0eb65b6d3071f489de9",46,"pos",92,67,"trace",19,"Conditioning to reward with flash of light with delay"
"510",1,"5e1cf0eb65b6d3071f489de9",46,"pos",88,83,"DNA",11,"DNA same as humans, shuks not"
"511",1,"5e1cf0eb65b6d3071f489de9",46,"pos",74,77,"limbs",9,"Number of arms"
"512",1,"5e1cf0eb65b6d3071f489de9",46,"neg",77,82,"blood",11,"Blood colour"
"513",1,"5e7a3683451d18000af95a8e",45,"neg",100,100,"limbs",10,"Zags have more limbs"
"514",1,"5e7a3683451d18000af95a8e",45,"pos",100,100,"deception",10,"Rubs do not hide when they're caught stealing food"
"515",1,"5e7a3683451d18000af95a8e",45,"pos",100,100,"mirror",16,"Geks clean themselves more regularly"
"516",1,"5e7a3683451d18000af95a8e",45,"pos",100,100,"blood",10,"Their blood is a different colour"
"517",1,"5e7a3683451d18000af95a8e",45,"neg",100,100,"eyes",12,"The placement of their eyes on their head"
"518",1,"5e7a3683451d18000af95a8e",45,"neg",100,100,"DNA",12,"Different DNA"
"519",1,"5e7a3683451d18000af95a8e",45,"pos",100,100,"discrimination",18,"Leems can tell the difference between objects"
"520",1,"5e7a3683451d18000af95a8e",45,"pos",100,94,"trace",18,"Norps have more patience"
"521",1,"60105552a0d121342846b31a",44,"pos",81,69,"limbs",9,"two or five"
"522",1,"60105552a0d121342846b31a",44,"pos",79,68,"eyes",11,"top or side"
"523",1,"60105552a0d121342846b31a",44,"pos",82,73,"trace",17,"association to light"
"524",1,"60105552a0d121342846b31a",44,"pos",84,76,"deception",9,"hiding when caught"
"525",1,"60105552a0d121342846b31a",44,"pos",86,72,"blood",9,"red or yellow"
"526",1,"60105552a0d121342846b31a",44,"pos",78,70,"DNA",11,"composition of DNA"
"527",1,"60105552a0d121342846b31a",44,"pos",84,70,"discrimination",17,"identify similar objectsc"
"528",1,"60105552a0d121342846b31a",44,"pos",80,72,"mirror",15,"cleaning rituals"
"529",1,"5f887f9b603e63016f9a053c",43,"pos",100,100,"discrimination",16,"Colour awareness, more detailed observations, better eye quality"
"530",1,"5f887f9b603e63016f9a053c",43,"pos",100,100,"DNA",10,"Same DNA building blocks as humans,"
"531",1,"5f887f9b603e63016f9a053c",43,"neg",100,100,"limbs",10,"Dobs have less limbs than Fiks"
